id_zawodnika; imie; nazwisko; id_druzyny; sezon_rozgrywek; wiek; wzrost; waga; kraj;wystepy; minuty; pozycja; rating; strzaly; strzaly_celne; gole;podania; dokladnosc_podan; podania_kluczowe; asysty; pojedynki; pojedynki_wygrane;proby_przechwytu; przechwyty_udane, dryblingi; dryblingi_wygrane; faule_na_zawodniku;faule_popelnione; kartki_zolte; kartki_czerwone; czy_kontuzjowany
1920; Nemanja; Radonjić; 503; 2023; 28.0; 185.0; 78.0; Serbia; 10.0; 372.0; Midfielder; 6.71; 8.0; 5.0; 3.0; 75.0; 5.0; 3.0; 0.0; 38.0; 16.0; 1.0; 0.0; 21.0; 10.0; 5.0; 1.0; 1.0; 0.0; false
282706; Demba; Seck; 503; 2023; 23.0; 190.0; 76.0; Senegal; 9.0; 427.0; Attacker; 6.6; 3.0; 2.0; 0.0; 85.0; 8.0; 3.0; 0.0; 42.0; 18.0; 6.0; 1.0; 10.0; 4.0; 7.0; 9.0; 1.0; 0.0; false
30848; David Chidozie; Okereke; 503; 2023; 27.0; 182.0; 75.0; Nigeria; 7.0; 177.0; Attacker; 6.766666; 4.0; 4.0; 0.0; 63.0; 8.0; 1.0; 0.0; 22.0; 9.0; 1.0; 0.0; 3.0; 1.0; 2.0; 2.0; 0.0; 0.0; false
2495; Duván Esteban; Zapata Banguero; 503; 2023; 33.0; 189.0; 88.0; Colombia; 29.0; 2419.0; Attacker; 7.55; 5.0; 3.0; 11.0; 43.0; 17.0; 2.0; 0.0; 19.0; 11.0; 0.0; 0.0; 3.0; 2.0; 4.0; 1.0; 2.0; 0.0; false
123; Pietro; Pellegri; 503; 2023; 23.0; 196.0; 78.0; Italy; 20.0; 562.0; Attacker; 6.5; 7.0; 3.0; 0.0; 99.0; 3.0; 1.0; 0.0; 101.0; 42.0; 4.0; 0.0; 8.0; 3.0; 14.0; 10.0; 2.0; 0.0; false
2522; Arnaldo Antonio; Sanabria Ayala; 503; 2023; 28.0; 180.0; 70.0; Paraguay; 29.0; 1873.0; Attacker; 6.824137; 41.0; 16.0; 5.0; 543.0; 14.0; 15.0; 0.0; 220.0; 104.0; 15.0; 5.0; 24.0; 11.0; 28.0; 20.0; 2.0; 0.0; false
343189; Gvidas; Gineitis; 503; 2023; 20.0; 187.0; 0.0; Lithuania; 14.0; 530.0; Midfielder; 6.691666; 5.0; 2.0; 0.0; 261.0; 16.0; 8.0; 0.0; 46.0; 24.0; 11.0; 4.0; 7.0; 3.0; 3.0; 9.0; 2.0; 0.0; false
3009; Karol; Linetty; 503; 2023; 29.0; 176.0; 73.0; Poland; 23.0; 1498.0; Midfielder; 6.765217; 8.0; 1.0; 0.0; 721.0; 27.0; 12.0; 0.0; 154.0; 64.0; 23.0; 16.0; 13.0; 7.0; 17.0; 42.0; 9.0; 0.0; false
22174; Adrien Fidele; Tameze Aoutsa; 503; 2023; 30.0; 180.0; 78.0; France; 24.0; 1763.0; Midfielder; 6.975; 6.0; 0.0; 0.0; 1059.0; 38.0; 14.0; 2.0; 147.0; 71.0; 26.0; 44.0; 13.0; 9.0; 13.0; 14.0; 5.0; 0.0; false
842; Nikola; Vlašić; 503; 2023; 27.0; 178.0; 72.0; Croatia; 30.0; 2407.0; Midfielder; 7.076666; 25.0; 11.0; 3.0; 876.0; 24.0; 35.0; 2.0; 227.0; 98.0; 25.0; 9.0; 40.0; 25.0; 28.0; 24.0; 3.0; 0.0; false
31056; Samuele; Ricci; 503; 2023; 23.0; 174.0; 59.0; Italy; 27.0; 1950.0; Midfielder; 6.974074; 18.0; 5.0; 1.0; 1069.0; 35.0; 22.0; 2.0; 157.0; 82.0; 26.0; 17.0; 21.0; 7.0; 36.0; 31.0; 6.0; 0.0; false
46170; Ivan; Ilić; 503; 2023; 23.0; 182.0; 77.0; Serbia; 25.0; 1565.0; Midfielder; 6.92; 13.0; 8.0; 2.0; 936.0; 34.0; 38.0; 2.0; 133.0; 63.0; 14.0; 15.0; 27.0; 15.0; 18.0; 18.0; 3.0; 0.0; false
8586; Mërgim; Vojvoda; 503; 2023; 29.0; 187.0; 78.0; Kosovo; 22.0; 1004.0; Defender; 6.8; 6.0; 3.0; 0.0; 586.0; 22.0; 14.0; 3.0; 50.0; 22.0; 10.0; 8.0; 9.0; 6.0; 3.0; 8.0; 2.0; 0.0; false
30499; Lévy Koffi; Djidji; 503; 2023; 32.0; 184.0; 71.0; Côte d'Ivoire; 13.0; 759.0; Defender; 6.725; 0.0; 0.0; 0.0; 419.0; 30.0; 0.0; 0.0; 49.0; 26.0; 14.0; 10.0; 6.0; 3.0; 1.0; 11.0; 2.0; 0.0; false
91422; Raoul; Bellanova; 503; 2023; 24.0; 188.0; 82.0; Italy; 31.0; 2585.0; Defender; 7.1; 19.0; 2.0; 1.0; 941.0; 25.0; 42.0; 6.0; 237.0; 142.0; 27.0; 13.0; 67.0; 39.0; 46.0; 13.0; 5.0; 0.0; false
268728; Saba; Sazonov; 503; 2023; 22.0; 192.0; 82.0; Georgia; 12.0; 348.0; Defender; 6.691666; 1.0; 0.0; 0.0; 185.0; 16.0; 1.0; 0.0; 40.0; 20.0; 9.0; 3.0; 0.0; 0.0; 1.0; 10.0; 2.0; 0.0; false
1631; Ricardo Iván; Rodríguez Araya; 503; 2023; 32.0; 180.0; 78.0; Switzerland; 30.0; 2414.0; Defender; 6.94; 6.0; 0.0; 0.0; 1388.0; 39.0; 19.0; 1.0; 159.0; 93.0; 42.0; 22.0; 7.0; 6.0; 9.0; 22.0; 3.0; 0.0; false
25353; Valentino Lando; Lazaro; 503; 2023; 28.0; 180.0; 75.0; Austria; 29.0; 1838.0; Defender; 6.865517; 12.0; 4.0; 0.0; 762.0; 21.0; 31.0; 2.0; 103.0; 54.0; 13.0; 8.0; 30.0; 19.0; 9.0; 11.0; 3.0; 0.0; false
18799; Adam; Masina; 503; 2023; 30.0; 189.0; 78.0; Morocco; 11.0; 657.0; Defender; 6.727272; 3.0; 1.0; 0.0; 433.0; 33.0; 2.0; 0.0; 74.0; 33.0; 12.0; 6.0; 1.0; 1.0; 2.0; 14.0; 0.0; 0.0; false
31226; Alessandro; Buongiorno; 503; 2023; 25.0; 191.0; 80.0; Italy; 24.0; 2090.0; Defender; 7.154166; 12.0; 6.0; 3.0; 991.0; 35.0; 4.0; 0.0; 280.0; 155.0; 55.0; 57.0; 2.0; 0.0; 28.0; 63.0; 7.0; 0.0; false
535; Perr; Schuurs; 503; 2023; 25.0; 191.0; 80.0; Netherlands; 9.0; 771.0; Defender; 6.955555; 5.0; 1.0; 1.0; 400.0; 39.0; 0.0; 0.0; 66.0; 38.0; 20.0; 9.0; 2.0; 2.0; 1.0; 8.0; 2.0; 0.0; false
31156; Vanja; Milinković-Savić; 503; 2023; 27.0; 202.0; 96.0; Serbia; 31.0; 2790.0; Goalkeeper; 7.141935; 0.0; 0.0; 0.0; 1141.0; 21.0; 0.0; 0.0; 14.0; 11.0; 1.0; 1.0; 1.0; 0.0; 2.0; 0.0; 2.0; 0.0; false
30492; Luca; Gemello; 503; 2023; 24.0; 185.0; 0.0; Italy; 1.0; 90.0; Goalkeeper; 6.3; 0.0; 0.0; 0.0; 39.0; 30.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
1278; Yann Dorgelès Isaac; Karamoh; 503; 2023; 26.0; 185.0; 77.0; France; 10.0; 153.0; Attacker; 6.444444; 2.0; 1.0; 0.0; 56.0; 5.0; 1.0; 0.0; 32.0; 12.0; 1.0; 0.0; 17.0; 6.0; 3.0; 2.0; 0.0; 0.0; false
162347; Beanou-Junior Brandon; Deflorent Soppy; 503; 2023; 22.0; 181.0; 0.0; France; 5.0; 177.0; Defender; 6.6; 0.0; 0.0; 0.0; 68.0; 9.0; 1.0; 0.0; 22.0; 11.0; 2.0; 0.0; 4.0; 3.0; 6.0; 4.0; 0.0; 0.0; false
334; Simone; Verdi; 503; 2023; 32.0; 171.0; 62.0; Italy; 1.0; 3.0; Attacker; 6.7; 0.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
2762; Josip; Brekalo; 502; 2023; 26.0; 175.0; 70.0; Croatia; 11.0; 655.0; Midfielder; 6.790909; 7.0; 4.0; 1.0; 264.0; 20.0; 6.0; 0.0; 61.0; 23.0; 8.0; 1.0; 17.0; 8.0; 6.0; 13.0; 0.0; 0.0; false
30789; Christian Michael; Kouamé Kouakou; 502; 2023; 27.0; 188.0; 70.0; Côte d'Ivoire; 17.0; 846.0; Attacker; 6.794117; 15.0; 4.0; 1.0; 350.0; 15.0; 10.0; 1.0; 172.0; 81.0; 8.0; 0.0; 24.0; 8.0; 20.0; 14.0; 0.0; 0.0; false
30509; Andrea; Belotti; 502; 2023; 31.0; 181.0; 72.0; Italy; 10.0; 740.0; Attacker; 6.89; 14.0; 6.0; 1.0; 148.0; 9.0; 3.0; 0.0; 120.0; 58.0; 6.0; 1.0; 3.0; 1.0; 18.0; 13.0; 0.0; 0.0; false
31318; M'Bala; Nzola; 502; 2023; 28.0; 185.0; 82.0; Angola; 29.0; 1310.0; Attacker; 6.696296; 20.0; 11.0; 2.0; 296.0; 8.0; 16.0; 2.0; 206.0; 75.0; 9.0; 0.0; 24.0; 12.0; 7.0; 32.0; 1.0; 0.0; false
26315; Nicolás Iván; González; 502; 2023; 26.0; 180.0; 72.0; Argentina; 24.0; 1567.0; Attacker; 7.1; 53.0; 23.0; 7.0; 592.0; 18.0; 21.0; 2.0; 274.0; 137.0; 24.0; 9.0; 71.0; 29.0; 35.0; 18.0; 1.0; 0.0; false
6010; Lucas; Beltrán; 502; 2023; 23.0; 174.0; 75.0; Argentina; 27.0; 1487.0; Attacker; 6.87037; 15.0; 8.0; 6.0; 364.0; 10.0; 25.0; 2.0; 195.0; 72.0; 23.0; 1.0; 25.0; 10.0; 21.0; 23.0; 6.0; 0.0; false
31507; Riccardo; Sottil; 502; 2023; 25.0; 180.0; 75.0; Italy; 20.0; 934.0; Attacker; 6.857894; 21.0; 11.0; 1.0; 295.0; 12.0; 8.0; 1.0; 107.0; 59.0; 9.0; 2.0; 34.0; 17.0; 27.0; 6.0; 0.0; 0.0; false
30810; Rolando; Mandragora; 502; 2023; 27.0; 183.0; 76.0; Italy; 28.0; 1396.0; Midfielder; 6.766666; 21.0; 8.0; 3.0; 629.0; 18.0; 13.0; 2.0; 149.0; 76.0; 24.0; 8.0; 9.0; 5.0; 20.0; 21.0; 2.0; 0.0; false
30803; Antonín; Barák; 502; 2023; 30.0; 190.0; 86.0; Czechia; 15.0; 350.0; Midfielder; 6.678571; 8.0; 4.0; 1.0; 186.0; 11.0; 2.0; 0.0; 50.0; 18.0; 4.0; 2.0; 7.0; 3.0; 4.0; 6.0; 2.0; 0.0; false
30532; Joseph Alfred; Duncan; 502; 2023; 31.0; 178.0; 78.0; Ghana; 25.0; 1577.0; Midfielder; 6.996; 13.0; 5.0; 2.0; 765.0; 24.0; 35.0; 5.0; 167.0; 78.0; 29.0; 10.0; 31.0; 17.0; 12.0; 24.0; 2.0; 0.0; false
289447; Gino; Infantino; 502; 2023; 21.0; 178.0; 76.0; Argentina; 5.0; 78.0; Midfielder; 6.45; 0.0; 0.0; 0.0; 39.0; 6.0; 1.0; 0.0; 19.0; 6.0; 1.0; 1.0; 3.0; 3.0; 1.0; 3.0; 1.0; 0.0; false
1910; Maxime; Baila Lopez; 502; 2023; 27.0; 167.0; 58.0; France; 14.0; 550.0; Midfielder; 6.853846; 4.0; 2.0; 0.0; 444.0; 28.0; 8.0; 0.0; 34.0; 19.0; 13.0; 2.0; 2.0; 0.0; 4.0; 6.0; 0.0; 0.0; false
22229; Nanitamo Jonathan; Ikoné; 502; 2023; 26.0; 175.0; 67.0; France; 22.0; 1387.0; Midfielder; 6.877272; 25.0; 11.0; 2.0; 375.0; 14.0; 13.0; 1.0; 132.0; 58.0; 22.0; 2.0; 33.0; 18.0; 9.0; 12.0; 5.0; 0.0; false
150; Arthur Henrique; Ramos de Oliveira Melo; 502; 2023; 28.0; 171.0; 73.0; Brazil; 28.0; 1692.0; Midfielder; 7.107407; 6.0; 3.0; 0.0; 1237.0; 42.0; 29.0; 1.0; 148.0; 97.0; 39.0; 15.0; 10.0; 7.0; 45.0; 17.0; 2.0; 0.0; false
1638; Giacomo; Bonaventura; 502; 2023; 35.0; 180.0; 75.0; Italy; 28.0; 2096.0; Midfielder; 7.232142; 29.0; 15.0; 7.0; 998.0; 30.0; 39.0; 3.0; 184.0; 99.0; 26.0; 14.0; 44.0; 29.0; 33.0; 18.0; 5.0; 0.0; false
396637; Pietro; Comuzzo; 502; 2023; 19.0; 185.0; 0.0; Italy; 3.0; 20.0; Defender; 6.8; 0.0; 0.0; 0.0; 17.0; 5.0; 0.0; 0.0; 4.0; 1.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
136087; Fabiano; Parisi; 502; 2023; 24.0; 178.0; 0.0; Italy; 16.0; 1091.0; Defender; 6.96875; 6.0; 2.0; 0.0; 651.0; 34.0; 12.0; 1.0; 132.0; 87.0; 22.0; 15.0; 25.0; 18.0; 33.0; 11.0; 3.0; 0.0; false
342022; Michael Olabode; Kayode; 502; 2023; 20.0; 179.0; 0.0; Italy; 22.0; 1723.0; Defender; 7.081818; 4.0; 2.0; 1.0; 851.0; 33.0; 14.0; 1.0; 150.0; 88.0; 43.0; 16.0; 32.0; 17.0; 13.0; 13.0; 2.0; 0.0; false
6000; Lucas; Martínez Quarta; 502; 2023; 28.0; 181.0; 75.0; Argentina; 23.0; 1837.0; Defender; 7.095652; 13.0; 6.0; 4.0; 1267.0; 46.0; 9.0; 0.0; 233.0; 128.0; 60.0; 26.0; 25.0; 12.0; 11.0; 27.0; 6.0; 0.0; false
2817; Nikola; Milenković; 502; 2023; 27.0; 195.0; 90.0; Serbia; 29.0; 2166.0; Defender; 6.885714; 5.0; 3.0; 0.0; 1366.0; 39.0; 7.0; 0.0; 215.0; 152.0; 37.0; 24.0; 3.0; 2.0; 21.0; 26.0; 4.0; 0.0; false
31642; Luca; Ranieri; 502; 2023; 25.0; 187.0; 73.0; Italy; 21.0; 1617.0; Defender; 6.866666; 7.0; 3.0; 2.0; 1019.0; 41.0; 5.0; 0.0; 113.0; 48.0; 8.0; 26.0; 6.0; 2.0; 10.0; 26.0; 12.0; 0.0; false
15843; Oliver; Christensen; 502; 2023; 25.0; 190.0; 82.0; Denmark; 2.0; 180.0; Goalkeeper; 6.8; 0.0; 0.0; 0.0; 79.0; 29.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; false
30394; Pietro; Terracciano; 502; 2023; 34.0; 193.0; 85.0; Italy; 29.0; 2610.0; Goalkeeper; 7.189655; 0.0; 0.0; 0.0; 973.0; 26.0; 2.0; 0.0; 9.0; 4.0; 1.0; 0.0; 0.0; 0.0; 2.0; 2.0; 3.0; 0.0; false
41144; Domilson; Cordeiro dos Santos; 502; 2023; 26.0; 166.0; 68.0; Brazil; 7.0; 343.0; Defender; 6.733333; 1.0; 1.0; 0.0; 195.0; 28.0; 7.0; 0.0; 24.0; 15.0; 4.0; 4.0; 6.0; 3.0; 5.0; 2.0; 0.0; 0.0; false
30396; Cristiano; Biraghi; 502; 2023; 32.0; 185.0; 78.0; Italy; 25.0; 2091.0; Defender; 7.132; 9.0; 5.0; 1.0; 1206.0; 39.0; 39.0; 3.0; 150.0; 66.0; 42.0; 14.0; 13.0; 4.0; 13.0; 40.0; 7.0; 0.0; false
346865; Lorenzo; Amatucci; 502; 2023; 20.0; 172.0; 0.0; Italy; 2.0; 21.0; Midfielder; 6.7; 0.0; 0.0; 0.0; 25.0; 11.0; 0.0; 0.0; 3.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; false
322630; Giovanni; Fabbian; 500; 2023; 21.0; 186.0; 0.0; Italy; 21.0; 882.0; Midfielder; 6.905555; 19.0; 9.0; 5.0; 236.0; 9.0; 14.0; 2.0; 103.0; 49.0; 13.0; 7.0; 18.0; 8.0; 16.0; 13.0; 3.0; 0.0; false
182280; Kacper; Urbański; 500; 2023; 20.0; 178.0; 0.0; Poland; 18.0; 734.0; Midfielder; 6.764705; 8.0; 6.0; 0.0; 281.0; 13.0; 10.0; 0.0; 102.0; 58.0; 13.0; 3.0; 29.0; 18.0; 10.0; 10.0; 3.0; 0.0; false
319919; Oussama; El Azzouzi; 500; 2023; 23.0; 189.0; 82.0; Morocco; 12.0; 295.0; Midfielder; 6.683333; 1.0; 1.0; 1.0; 236.0; 17.0; 4.0; 1.0; 36.0; 12.0; 7.0; 5.0; 3.0; 0.0; 3.0; 8.0; 3.0; 0.0; false
44814; Lewis; Ferguson; 500; 2023; 25.0; 181.0; 75.0; Scotland; 31.0; 2718.0; Midfielder; 7.235483; 39.0; 20.0; 6.0; 1746.0; 50.0; 32.0; 3.0; 305.0; 156.0; 37.0; 17.0; 29.0; 14.0; 72.0; 52.0; 8.0; 0.0; false
2807; Remo Marco; Freuler; 500; 2023; 32.0; 181.0; 80.0; Switzerland; 27.0; 2203.0; Midfielder; 7.029629; 7.0; 3.0; 1.0; 1576.0; 53.0; 19.0; 1.0; 206.0; 105.0; 65.0; 32.0; 10.0; 8.0; 14.0; 39.0; 8.0; 0.0; false
951; Michel; Aebischer; 500; 2023; 27.0; 183.0; 76.0; Switzerland; 31.0; 1791.0; Midfielder; 6.81; 8.0; 3.0; 0.0; 1189.0; 37.0; 13.0; 1.0; 142.0; 69.0; 25.0; 10.0; 15.0; 10.0; 23.0; 30.0; 6.0; 0.0; false
157052; Riccardo; Calafiori; 500; 2023; 22.0; 188.0; 86.0; Italy; 26.0; 2012.0; Defender; 7.096153; 9.0; 4.0; 0.0; 1564.0; 56.0; 13.0; 3.0; 201.0; 125.0; 38.0; 42.0; 17.0; 10.0; 20.0; 31.0; 4.0; 0.0; false
1322; Nikola; Moro; 500; 2023; 26.0; 183.0; 77.0; Croatia; 21.0; 717.0; Midfielder; 6.719047; 9.0; 1.0; 1.0; 447.0; 17.0; 10.0; 0.0; 75.0; 33.0; 19.0; 6.0; 10.0; 5.0; 6.0; 11.0; 0.0; 0.0; false
1929; Jhon Janer; Lucumí Bonilla; 500; 2023; 26.0; 187.0; 84.0; Colombia; 23.0; 1673.0; Defender; 7.195652; 5.0; 2.0; 0.0; 1424.0; 57.0; 4.0; 0.0; 112.0; 76.0; 41.0; 11.0; 7.0; 5.0; 9.0; 6.0; 1.0; 0.0; false
158710; Victor; Bernth Kristiansen; 500; 2023; 22.0; 181.0; 0.0; Denmark; 27.0; 1942.0; Defender; 6.944444; 4.0; 2.0; 0.0; 1234.0; 39.0; 22.0; 3.0; 139.0; 72.0; 37.0; 10.0; 16.0; 10.0; 5.0; 28.0; 4.0; 0.0; false
37604; Sam; Beukema; 500; 2023; 26.0; 188.0; 77.0; Netherlands; 26.0; 2290.0; Defender; 6.942307; 9.0; 4.0; 1.0; 1810.0; 62.0; 6.0; 1.0; 153.0; 81.0; 26.0; 14.0; 6.0; 4.0; 11.0; 23.0; 4.0; 0.0; false
30498; Lorenzo; De Silvestri; 500; 2023; 36.0; 186.0; 84.0; Italy; 13.0; 577.0; Defender; 6.838461; 3.0; 2.0; 2.0; 310.0; 20.0; 0.0; 0.0; 29.0; 20.0; 7.0; 6.0; 0.0; 0.0; 5.0; 2.0; 0.0; 0.0; false
341974; Tommaso; Corazza; 500; 2023; 20.0; 174.0; 0.0; Italy; 7.0; 162.0; Defender; 6.628571; 1.0; 0.0; 0.0; 92.0; 10.0; 0.0; 0.0; 21.0; 11.0; 8.0; 5.0; 2.0; 0.0; 3.0; 1.0; 1.0; 0.0; false
30553; Charalampos; Lykogiannis; 500; 2023; 31.0; 190.0; 82.0; Greece; 20.0; 807.0; Defender; 6.79; 10.0; 4.0; 2.0; 379.0; 15.0; 8.0; 1.0; 56.0; 23.0; 9.0; 5.0; 7.0; 2.0; 0.0; 10.0; 2.0; 0.0; false
31098; Federico; Ravaglia; 500; 2023; 25.0; 196.0; 88.0; Italy; 4.0; 360.0; Goalkeeper; 7.025; 0.0; 0.0; 0.0; 131.0; 26.0; 0.0; 0.0; 2.0; 2.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; false
2998; Łukasz; Skorupski; 500; 2023; 33.0; 187.0; 84.0; Poland; 28.0; 2520.0; Goalkeeper; 7.053571; 0.0; 0.0; 0.0; 758.0; 20.0; 0.0; 0.0; 9.0; 6.0; 2.0; 0.0; 0.0; 0.0; 3.0; 0.0; 2.0; 0.0; false
711; Stefan; Posch; 500; 2023; 27.0; 189.0; 82.0; Austria; 26.0; 2000.0; Defender; 6.873076; 10.0; 3.0; 0.0; 1535.0; 48.0; 21.0; 2.0; 205.0; 106.0; 63.0; 13.0; 16.0; 7.0; 7.0; 27.0; 7.0; 0.0; false
48079; Karl Jesper; Karlsson; 500; 2023; 26.0; 171.0; 70.0; Sweden; 6.0; 324.0; Attacker; 6.9; 5.0; 4.0; 0.0; 118.0; 14.0; 4.0; 0.0; 27.0; 9.0; 3.0; 3.0; 8.0; 5.0; 1.0; 2.0; 0.0; 0.0; false
70100; Joshua Orobosa; Zirkzee; 500; 2023; 23.0; 193.0; 84.0; Netherlands; 30.0; 2462.0; Attacker; 7.13; 53.0; 29.0; 10.0; 792.0; 20.0; 39.0; 3.0; 318.0; 132.0; 31.0; 3.0; 111.0; 48.0; 25.0; 25.0; 6.0; 0.0; false
30488; Riccardo; Orsolini; 500; 2023; 27.0; 183.0; 73.0; Italy; 28.0; 1611.0; Attacker; 7.092857; 49.0; 25.0; 10.0; 581.0; 15.0; 33.0; 2.0; 205.0; 103.0; 19.0; 8.0; 67.0; 30.0; 38.0; 13.0; 2.0; 0.0; false
1417; Alexis Jesse; Saelemaekers; 500; 2023; 25.0; 180.0; 72.0; Belgium; 24.0; 1511.0; Attacker; 6.975; 16.0; 6.0; 2.0; 738.0; 25.0; 37.0; 2.0; 203.0; 112.0; 27.0; 8.0; 80.0; 32.0; 47.0; 14.0; 6.0; 0.0; false
30542; Jens; Odgaard; 500; 2023; 25.0; 188.0; 83.0; Denmark; 6.0; 255.0; Attacker; 6.95; 5.0; 2.0; 2.0; 71.0; 9.0; 2.0; 0.0; 48.0; 17.0; 3.0; 1.0; 5.0; 2.0; 6.0; 10.0; 1.0; 0.0; false
311067; Santiago Thomas; Castro; 500; 2023; 20.0; 180.0; 80.0; Argentina; 3.0; 38.0; Attacker; 6.633333; 3.0; 2.0; 0.0; 6.0; 1.0; 0.0; 0.0; 6.0; 3.0; 0.0; 0.0; 1.0; 1.0; 1.0; 1.0; 0.0; 0.0; false
48648; Dan Assane; Ndoye; 500; 2023; 24.0; 184.0; 79.0; Switzerland; 27.0; 1394.0; Attacker; 6.725925; 24.0; 13.0; 0.0; 443.0; 13.0; 18.0; 1.0; 223.0; 106.0; 26.0; 8.0; 67.0; 28.0; 46.0; 26.0; 4.0; 0.0; false
38713; Sydney; van Hooijdonk; 500; 2023; 24.0; 190.0; 81.0; Netherlands; 9.0; 207.0; Attacker; 6.533333; 4.0; 1.0; 0.0; 34.0; 4.0; 2.0; 0.0; 34.0; 12.0; 3.0; 1.0; 2.0; 2.0; 2.0; 6.0; 0.0; 0.0; false
194750; El Bilal; Touré; 499; 2023; 23.0; 185.0; 77.0; Mali; 4.0; 90.0; Attacker; 6.7; 4.0; 3.0; 1.0; 18.0; 3.0; 0.0; 0.0; 18.0; 4.0; 0.0; 0.0; 4.0; 0.0; 1.0; 5.0; 1.0; 0.0; false
30544; Gianluca; Scamacca; 499; 2023; 25.0; 196.0; 85.0; Italy; 24.0; 1150.0; Attacker; 7.095833; 41.0; 21.0; 9.0; 331.0; 9.0; 16.0; 4.0; 173.0; 71.0; 15.0; 2.0; 25.0; 15.0; 22.0; 20.0; 1.0; 0.0; false
484; Aleksey; Miranchuk; 499; 2023; 29.0; 182.0; 74.0; Russia; 21.0; 909.0; Midfielder; 7.055555; 21.0; 16.0; 3.0; 364.0; 14.0; 30.0; 4.0; 102.0; 49.0; 9.0; 2.0; 30.0; 9.0; 26.0; 8.0; 1.0; 0.0; false
30505; Michel Ndary; Adopo; 499; 2023; 24.0; 187.0; 0.0; France; 9.0; 78.0; Midfielder; 6.366666; 1.0; 1.0; 0.0; 53.0; 5.0; 1.0; 1.0; 6.0; 4.0; 1.0; 0.0; 1.0; 1.0; 0.0; 1.0; 0.0; 0.0; false
147859; Charles Marc S.; De Ketelaere; 499; 2023; 23.0; 192.0; 74.0; Belgium; 28.0; 1677.0; Midfielder; 7.24074; 30.0; 18.0; 6.0; 559.0; 15.0; 42.0; 6.0; 253.0; 129.0; 27.0; 6.0; 57.0; 30.0; 38.0; 17.0; 1.0; 0.0; false
30432; Marten Elco; de Roon; 499; 2023; 33.0; 186.0; 76.0; Netherlands; 26.0; 2340.0; Midfielder; 7.088461; 9.0; 2.0; 0.0; 1480.0; 48.0; 22.0; 5.0; 249.0; 132.0; 75.0; 35.0; 8.0; 3.0; 22.0; 37.0; 10.0; 0.0; false
36899; Teun; Koopmeiners; 499; 2023; 26.0; 184.0; 77.0; Netherlands; 28.0; 2274.0; Midfielder; 7.255555; 31.0; 19.0; 11.0; 1043.0; 31.0; 53.0; 4.0; 261.0; 98.0; 36.0; 9.0; 39.0; 16.0; 22.0; 43.0; 4.0; 0.0; false
10097; Éderson José; dos Santos Lourenço da Silva; 499; 2023; 25.0; 182.0; 83.0; Brazil; 30.0; 2504.0; Midfielder; 7.144827; 25.0; 9.0; 6.0; 1327.0; 38.0; 15.0; 1.0; 275.0; 152.0; 76.0; 34.0; 34.0; 19.0; 26.0; 39.0; 8.0; 0.0; false
2763; Mario; Pašalić; 499; 2023; 29.0; 188.0; 82.0; Croatia; 27.0; 1458.0; Midfielder; 6.980769; 20.0; 11.0; 4.0; 677.0; 22.0; 23.0; 5.0; 126.0; 62.0; 21.0; 11.0; 13.0; 6.0; 6.0; 14.0; 2.0; 0.0; false
2286; Davide; Zappacosta; 499; 2023; 32.0; 185.0; 70.0; Italy; 26.0; 1529.0; Defender; 6.892; 19.0; 10.0; 2.0; 605.0; 21.0; 13.0; 1.0; 125.0; 57.0; 22.0; 3.0; 30.0; 13.0; 14.0; 17.0; 5.0; 0.0; false
341838; Giovanni; Bonfanti; 499; 2023; 21.0; 187.0; 0.0; Italy; 1.0; 14.0; Defender; 6.3; 0.0; 0.0; 0.0; 4.0; 3.0; 0.0; 0.0; 2.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; 0.0; false
289761; Giorgio; Scalvini; 499; 2023; 21.0; 194.0; 0.0; Italy; 27.0; 2140.0; Defender; 7.061538; 10.0; 5.0; 0.0; 1248.0; 39.0; 9.0; 3.0; 231.0; 134.0; 47.0; 49.0; 15.0; 12.0; 5.0; 39.0; 2.0; 0.0; false
30423; Hans; Hateboer; 499; 2023; 30.0; 185.0; 72.0; Netherlands; 17.0; 732.0; Defender; 6.725; 6.0; 2.0; 0.0; 265.0; 14.0; 15.0; 1.0; 48.0; 24.0; 9.0; 2.0; 5.0; 4.0; 3.0; 9.0; 4.0; 0.0; false
162012; Matteo; Ruggeri; 499; 2023; 22.0; 187.0; 69.0; Italy; 28.0; 2146.0; Defender; 6.910714; 8.0; 4.0; 0.0; 1113.0; 32.0; 21.0; 4.0; 175.0; 92.0; 24.0; 21.0; 32.0; 19.0; 9.0; 17.0; 3.0; 0.0; false
