id_zawodnika; imie; nazwisko; id_druzyny; sezon_rozgrywek; wiek; wzrost; waga; kraj;wystepy; minuty; pozycja; rating; strzaly; strzaly_celne; gole;podania; dokladnosc_podan; podania_kluczowe; asysty; pojedynki; pojedynki_wygrane;proby_przechwytu; przechwyty_udane, dryblingi; dryblingi_wygrane; faule_na_zawodniku;faule_popelnione; kartki_zolte; kartki_czerwone; czy_kontuzjowany
25404; Jérôme Xavier; Roussillon; 182; 2023; 31.0; 175.0; 80.0; Guadeloupe; 22.0; 683.0; Defender; 6.622727; 3.0; 3.0; 0.0; 240.0; 8.0; 7.0; 1.0; 65.0; 36.0; 15.0; 5.0; 8.0; 3.0; 9.0; 4.0; 2.0; 0.0; false
14330; Josip; Juranović; 182; 2023; 29.0; 173.0; 68.0; Croatia; 16.0; 982.0; Defender; 7.025; 6.0; 2.0; 0.0; 379.0; 19.0; 28.0; 2.0; 60.0; 37.0; 17.0; 11.0; 15.0; 9.0; 9.0; 1.0; 2.0; 0.0; false
30422; Robin Everardus; Gosens; 182; 2023; 30.0; 183.0; 76.0; Germany; 25.0; 1847.0; Defender; 7.22; 21.0; 9.0; 6.0; 717.0; 21.0; 25.0; 1.0; 185.0; 102.0; 50.0; 31.0; 11.0; 5.0; 20.0; 25.0; 7.0; 0.0; false
25147; Paul; Jaeckel; 182; 2023; 26.0; 189.0; 80.0; Germany; 5.0; 224.0; Defender; 6.68; 0.0; 0.0; 0.0; 131.0; 29.0; 2.0; 0.0; 20.0; 14.0; 7.0; 4.0; 0.0; 0.0; 2.0; 0.0; 0.0; 0.0; false
37117; Danilho Raimundo; Doekhi; 182; 2023; 26.0; 190.0; 83.0; Netherlands; 19.0; 1710.0; Defender; 7.115789; 8.0; 2.0; 2.0; 726.0; 31.0; 4.0; 0.0; 134.0; 88.0; 28.0; 31.0; 2.0; 2.0; 16.0; 9.0; 2.0; 0.0; false
26234; Alexander; Schwolow; 182; 2023; 32.0; 190.0; 84.0; Germany; 1.0; 90.0; Goalkeeper; 7.3; 0.0; 0.0; 0.0; 32.0; 25.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
1798; Frederik; Riis Rønnow; 182; 2023; 32.0; 190.0; 77.0; Denmark; 28.0; 2520.0; Goalkeeper; 7.235714; 1.0; 0.0; 0.0; 979.0; 24.0; 1.0; 0.0; 14.0; 13.0; 1.0; 1.0; 0.0; 0.0; 4.0; 0.0; 2.0; 0.0; false
376; Diogo Filipe; Monteiro Pinto Leite; 182; 2023; 25.0; 188.0; 70.0; Portugal; 27.0; 2316.0; Defender; 6.874074; 8.0; 3.0; 0.0; 1352.0; 40.0; 5.0; 0.0; 240.0; 135.0; 43.0; 44.0; 9.0; 5.0; 30.0; 37.0; 6.0; 0.0; false
327831; Aljoscha; Kemlein; 182; 2023; 20.0; 185.0; 78.0; Germany; 2.0; 27.0; Midfielder; 6.2; 1.0; 0.0; 0.0; 8.0; 3.0; 0.0; 0.0; 8.0; 1.0; 0.0; 0.0; 1.0; 1.0; 0.0; 2.0; 0.0; 0.0; false
853; Leonardo; Bonucci; 182; 2023; 37.0; 190.0; 85.0; Italy; 7.0; 463.0; Defender; 6.528571; 1.0; 1.0; 1.0; 237.0; 26.0; 2.0; 0.0; 23.0; 13.0; 6.0; 7.0; 2.0; 1.0; 1.0; 2.0; 0.0; 0.0; false
25081; Miloš; Pantović; 182; 2023; 28.0; 185.0; 67.0; Serbia; 1.0; 14.0; Midfielder; 7.2; 1.0; 1.0; 1.0; 7.0; 4.0; 0.0; 0.0; 3.0; 3.0; 0.0; 0.0; 1.0; 1.0; 2.0; 0.0; 0.0; 0.0; false
354085; Fabio; Torsiello; 181; 2023; 19.0; 169.0; 63.0; Germany; 9.0; 136.0; Attacker; 6.225; 1.0; 0.0; 0.0; 22.0; 2.0; 0.0; 0.0; 18.0; 2.0; 1.0; 1.0; 3.0; 1.0; 0.0; 3.0; 0.0; 0.0; false
24910; Tim; Skarke; 181; 2023; 28.0; 181.0; 78.0; Germany; 25.0; 2021.0; Attacker; 6.936; 38.0; 18.0; 8.0; 610.0; 19.0; 25.0; 0.0; 222.0; 83.0; 22.0; 5.0; 51.0; 21.0; 31.0; 28.0; 6.0; 0.0; false
24861; Sebastian; Polter; 181; 2023; 33.0; 192.0; 94.0; Germany; 9.0; 444.0; Attacker; 6.611111; 9.0; 3.0; 0.0; 106.0; 7.0; 3.0; 1.0; 64.0; 32.0; 1.0; 0.0; 5.0; 2.0; 10.0; 9.0; 0.0; 0.0; false
135513; Oscar Ingemar Kristoffer; Vilhelmsson; 181; 2023; 21.0; 188.0; 77.0; Sweden; 21.0; 1032.0; Attacker; 6.680952; 17.0; 8.0; 3.0; 155.0; 5.0; 9.0; 1.0; 153.0; 60.0; 10.0; 3.0; 9.0; 2.0; 18.0; 25.0; 1.0; 0.0; false
26342; Luca; Pfeiffer; 181; 2023; 28.0; 196.0; 98.0; Germany; 23.0; 1535.0; Attacker; 6.886363; 36.0; 19.0; 1.0; 374.0; 12.0; 17.0; 3.0; 195.0; 91.0; 11.0; 2.0; 14.0; 6.0; 25.0; 26.0; 3.0; 0.0; false
25919; Gerrit Stephan; Barba Holtmann; 181; 2023; 29.0; 185.0; 77.0; Philippines; 7.0; 318.0; Attacker; 6.614285; 6.0; 3.0; 0.0; 113.0; 12.0; 5.0; 0.0; 49.0; 18.0; 6.0; 2.0; 11.0; 5.0; 2.0; 7.0; 0.0; 0.0; false
24974; Aaron; Seydel; 181; 2023; 28.0; 199.0; 90.0; Germany; 13.0; 477.0; Attacker; 6.746153; 11.0; 6.0; 1.0; 145.0; 7.0; 7.0; 0.0; 101.0; 51.0; 3.0; 0.0; 10.0; 3.0; 7.0; 8.0; 1.0; 0.0; false
146009; Fraser David Ingham; Hornby; 181; 2023; 25.0; 195.0; 85.0; Scotland; 7.0; 213.0; Attacker; 6.485714; 7.0; 2.0; 0.0; 56.0; 4.0; 5.0; 0.0; 39.0; 13.0; 0.0; 0.0; 4.0; 1.0; 1.0; 5.0; 1.0; 0.0; false
14704; Bartol; Franjić; 181; 2023; 24.0; 186.0; 77.0; Croatia; 20.0; 1231.0; Midfielder; 6.405263; 1.0; 0.0; 0.0; 543.0; 22.0; 2.0; 1.0; 113.0; 41.0; 15.0; 30.0; 13.0; 7.0; 2.0; 20.0; 5.0; 0.0; false
24823; Klaus; Gjasula; 181; 2023; 35.0; 190.0; 84.0; Albania; 19.0; 1193.0; Midfielder; 6.627777; 8.0; 1.0; 0.0; 668.0; 29.0; 5.0; 0.0; 143.0; 83.0; 36.0; 14.0; 5.0; 3.0; 11.0; 18.0; 5.0; 1.0; false
24955; Mathias; Honsak; 181; 2023; 28.0; 188.0; 78.0; Austria; 18.0; 862.0; Midfielder; 6.505555; 13.0; 6.0; 1.0; 218.0; 10.0; 10.0; 1.0; 124.0; 47.0; 13.0; 7.0; 28.0; 8.0; 12.0; 13.0; 1.0; 0.0; false
178199; Andreas; Müller; 181; 2023; 24.0; 173.0; 70.0; Germany; 9.0; 279.0; Midfielder; 6.6375; 3.0; 1.0; 0.0; 130.0; 10.0; 1.0; 0.0; 33.0; 21.0; 14.0; 4.0; 2.0; 0.0; 4.0; 2.0; 2.0; 0.0; false
177661; Julian; Justvan; 181; 2023; 26.0; 178.0; 69.0; Germany; 10.0; 798.0; Midfielder; 7.07; 9.0; 4.0; 2.0; 265.0; 19.0; 20.0; 2.0; 76.0; 23.0; 7.0; 9.0; 27.0; 10.0; 5.0; 2.0; 1.0; 0.0; false
25273; Fabian; Schnellhardt; 181; 2023; 30.0; 180.0; 73.0; Germany; 8.0; 219.0; Midfielder; 6.6125; 3.0; 2.0; 0.0; 157.0; 17.0; 2.0; 0.0; 16.0; 8.0; 3.0; 4.0; 2.0; 1.0; 3.0; 1.0; 1.0; 0.0; false
125312; Fabian; Nürnberger; 181; 2023; 25.0; 178.0; 72.0; Germany; 17.0; 1200.0; Midfielder; 6.858823; 8.0; 4.0; 1.0; 565.0; 27.0; 25.0; 1.0; 116.0; 60.0; 19.0; 13.0; 27.0; 16.0; 14.0; 12.0; 2.0; 0.0; false
25047; Tobias; Kempe; 181; 2023; 35.0; 184.0; 77.0; Germany; 20.0; 1108.0; Midfielder; 6.915; 10.0; 4.0; 3.0; 392.0; 16.0; 26.0; 2.0; 100.0; 44.0; 17.0; 9.0; 15.0; 6.0; 10.0; 11.0; 0.0; 0.0; false
26358; Braydon Marvin; Manu; 181; 2023; 27.0; 170.0; 70.0; Ghana; 4.0; 173.0; Midfielder; 6.45; 5.0; 1.0; 0.0; 25.0; 5.0; 3.0; 0.0; 20.0; 7.0; 2.0; 0.0; 9.0; 4.0; 1.0; 4.0; 1.0; 0.0; false
25049; Marvin; Mehlem; 181; 2023; 27.0; 174.0; 67.0; Germany; 17.0; 1245.0; Midfielder; 7.082352; 15.0; 8.0; 3.0; 475.0; 22.0; 21.0; 2.0; 141.0; 74.0; 25.0; 25.0; 19.0; 8.0; 31.0; 16.0; 3.0; 0.0; false
282054; Clemens; Riedel; 181; 2023; 21.0; 186.0; 85.0; Germany; 13.0; 663.0; Defender; 6.733333; 5.0; 3.0; 0.0; 498.0; 39.0; 6.0; 0.0; 75.0; 40.0; 22.0; 11.0; 8.0; 4.0; 4.0; 9.0; 2.0; 0.0; false
25040; Fabian; Holland; 181; 2023; 34.0; 172.0; 74.0; Germany; 23.0; 1847.0; Defender; 6.756521; 9.0; 3.0; 0.0; 848.0; 29.0; 18.0; 2.0; 187.0; 96.0; 46.0; 24.0; 15.0; 8.0; 33.0; 34.0; 4.0; 1.0; false
24788; Matthias; Bader; 181; 2023; 27.0; 176.0; 73.0; Germany; 22.0; 1628.0; Defender; 6.740909; 7.0; 1.0; 1.0; 667.0; 22.0; 17.0; 2.0; 195.0; 102.0; 45.0; 21.0; 32.0; 12.0; 35.0; 16.0; 1.0; 0.0; false
138859; Christoph; Klarer; 181; 2023; 24.0; 191.0; 82.0; Austria; 25.0; 1908.0; Defender; 6.652; 7.0; 1.0; 1.0; 1012.0; 36.0; 12.0; 2.0; 163.0; 85.0; 29.0; 16.0; 7.0; 6.0; 13.0; 27.0; 8.0; 0.0; false
25121; Jannik; Müller; 181; 2023; 30.0; 187.0; 77.0; Germany; 12.0; 850.0; Defender; 6.566666; 2.0; 0.0; 0.0; 376.0; 24.0; 1.0; 0.0; 83.0; 44.0; 19.0; 12.0; 1.0; 1.0; 7.0; 15.0; 4.0; 0.0; false
7683; Emir; Karić; 181; 2023; 27.0; 184.0; 71.0; Austria; 22.0; 1436.0; Defender; 6.763636; 8.0; 3.0; 0.0; 829.0; 30.0; 19.0; 0.0; 126.0; 78.0; 38.0; 11.0; 21.0; 14.0; 6.0; 14.0; 3.0; 0.0; false
272242; Matej; Maglica; 181; 2023; 26.0; 196.0; 99.0; Croatia; 21.0; 1310.0; Defender; 6.542857; 6.0; 2.0; 1.0; 797.0; 29.0; 8.0; 0.0; 136.0; 77.0; 28.0; 17.0; 3.0; 1.0; 5.0; 23.0; 6.0; 2.0; false
19069; Christoph; Zimmermann; 181; 2023; 31.0; 194.0; 92.0; Germany; 15.0; 960.0; Defender; 6.721428; 2.0; 1.0; 0.0; 428.0; 23.0; 2.0; 0.0; 106.0; 63.0; 29.0; 17.0; 2.0; 2.0; 7.0; 10.0; 4.0; 0.0; false
48090; Thomas Mattias; Poppler Isherwood; 181; 2023; 26.0; 195.0; 87.0; Sweden; 11.0; 615.0; Defender; 6.37; 0.0; 0.0; 0.0; 266.0; 22.0; 1.0; 0.0; 39.0; 23.0; 11.0; 8.0; 1.0; 1.0; 3.0; 8.0; 1.0; 0.0; false
25226; Alexander; Brunst-Zöllner; 181; 2023; 29.0; 195.0; 88.0; Germany; 1.0; 90.0; Goalkeeper; 6.9; 0.0; 0.0; 0.0; 45.0; 20.0; 0.0; 0.0; 1.0; 1.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 2.0; 0.0; false
25169; Marcel; Schuhen; 181; 2023; 31.0; 188.0; 85.0; Germany; 28.0; 2520.0; Goalkeeper; 7.071428; 0.0; 0.0; 0.0; 1198.0; 29.0; 0.0; 0.0; 20.0; 15.0; 1.0; 2.0; 1.0; 1.0; 7.0; 0.0; 2.0; 0.0; false
123476; Filip; Stojilković; 181; 2023; 24.0; 185.0; 80.0; Switzerland; 6.0; 147.0; Attacker; 6.5; 3.0; 1.0; 0.0; 18.0; 2.0; 0.0; 0.0; 8.0; 3.0; 1.0; 0.0; 2.0; 1.0; 1.0; 3.0; 1.0; 0.0; false
127850; Frank; Ronstadt; 181; 2023; 27.0; 179.0; 76.0; Germany; 4.0; 72.0; Defender; 6.65; 1.0; 0.0; 0.0; 37.0; 8.0; 2.0; 0.0; 8.0; 4.0; 1.0; 1.0; 1.0; 0.0; 2.0; 0.0; 0.0; 0.0; false
24913; Nikola; Dovedan; 180; 2023; 30.0; 171.0; 70.0; Austria; 17.0; 555.0; Attacker; 6.606666; 5.0; 3.0; 1.0; 165.0; 7.0; 6.0; 1.0; 114.0; 45.0; 12.0; 1.0; 17.0; 8.0; 21.0; 10.0; 0.0; 1.0; false
178106; Marvin; Pieringer; 180; 2023; 25.0; 191.0; 81.0; Germany; 26.0; 1237.0; Attacker; 6.888461; 15.0; 7.0; 3.0; 344.0; 9.0; 12.0; 3.0; 219.0; 103.0; 18.0; 9.0; 19.0; 10.0; 24.0; 34.0; 5.0; 0.0; false
24917; Denis; Thomalla; 180; 2023; 32.0; 186.0; 75.0; Germany; 16.0; 358.0; Attacker; 6.633333; 0.0; 0.0; 0.0; 162.0; 9.0; 3.0; 0.0; 48.0; 23.0; 6.0; 3.0; 2.0; 2.0; 1.0; 4.0; 0.0; 0.0; false
202526; Eren Sami; Dinkçi; 180; 2023; 23.0; 187.0; 70.0; Germany; 28.0; 2291.0; Attacker; 6.792857; 30.0; 16.0; 8.0; 601.0; 13.0; 32.0; 3.0; 253.0; 93.0; 28.0; 10.0; 76.0; 35.0; 20.0; 27.0; 8.0; 0.0; false
26530; Stefan; Schimmer; 180; 2023; 30.0; 185.0; 87.0; Germany; 14.0; 127.0; Attacker; 6.445454; 2.0; 0.0; 0.0; 38.0; 2.0; 1.0; 1.0; 32.0; 11.0; 1.0; 1.0; 1.0; 0.0; 1.0; 1.0; 0.0; 0.0; false
26256; Tim; Kleindienst; 180; 2023; 29.0; 194.0; 85.0; Germany; 29.0; 2523.0; Attacker; 6.941379; 61.0; 27.0; 11.0; 737.0; 15.0; 20.0; 3.0; 481.0; 201.0; 16.0; 10.0; 47.0; 16.0; 11.0; 78.0; 4.0; 0.0; false
25313; Jan-Niklas; Beste; 180; 2023; 25.0; 175.0; 66.0; Germany; 26.0; 2179.0; Midfielder; 7.388461; 27.0; 16.0; 7.0; 511.0; 13.0; 65.0; 10.0; 250.0; 130.0; 60.0; 17.0; 59.0; 24.0; 39.0; 22.0; 4.0; 0.0; false
8959; Adrian; Beck; 180; 2023; 27.0; 186.0; 75.0; Germany; 22.0; 972.0; Midfielder; 6.628571; 9.0; 3.0; 1.0; 419.0; 14.0; 11.0; 1.0; 156.0; 72.0; 24.0; 4.0; 32.0; 20.0; 10.0; 13.0; 1.0; 0.0; false
24909; Kevin Simone; Sessa; 180; 2023; 24.0; 175.0; 70.0; Germany; 25.0; 624.0; Midfielder; 6.604347; 12.0; 4.0; 1.0; 255.0; 7.0; 10.0; 0.0; 89.0; 43.0; 11.0; 4.0; 19.0; 10.0; 10.0; 14.0; 0.0; 0.0; false
25819; Florian; Pick; 180; 2023; 29.0; 176.0; 72.0; Germany; 19.0; 269.0; Midfielder; 6.55; 4.0; 0.0; 0.0; 127.0; 6.0; 6.0; 0.0; 49.0; 24.0; 4.0; 2.0; 20.0; 10.0; 7.0; 5.0; 2.0; 0.0; false
127619; Jan; Schöppner; 180; 2023; 25.0; 190.0; 78.0; Germany; 21.0; 1609.0; Midfielder; 6.804761; 12.0; 3.0; 2.0; 516.0; 15.0; 10.0; 1.0; 174.0; 92.0; 41.0; 22.0; 22.0; 11.0; 10.0; 12.0; 2.0; 0.0; false
24842; Lennard; Maloney; 180; 2023; 25.0; 187.0; 89.0; USA; 26.0; 2124.0; Defender; 6.688461; 9.0; 3.0; 1.0; 870.0; 25.0; 7.0; 1.0; 257.0; 124.0; 41.0; 24.0; 7.0; 6.0; 13.0; 42.0; 1.0; 0.0; false
24911; Norman; Theuerkauf; 180; 2023; 37.0; 183.0; 80.0; Germany; 21.0; 1044.0; Defender; 6.721052; 3.0; 2.0; 0.0; 392.0; 15.0; 10.0; 1.0; 75.0; 46.0; 20.0; 13.0; 5.0; 3.0; 14.0; 10.0; 3.0; 0.0; false
25502; Omar Haktab; Traoré; 180; 2023; 26.0; 187.0; 77.0; Germany; 27.0; 2118.0; Defender; 6.6; 6.0; 1.0; 0.0; 744.0; 20.0; 16.0; 1.0; 207.0; 106.0; 51.0; 35.0; 39.0; 15.0; 27.0; 24.0; 4.0; 0.0; false
24979; Jonas; Föhrenbach; 180; 2023; 28.0; 184.0; 81.0; Germany; 28.0; 2365.0; Defender; 6.617857; 4.0; 0.0; 0.0; 895.0; 23.0; 12.0; 0.0; 151.0; 82.0; 38.0; 25.0; 17.0; 5.0; 12.0; 14.0; 2.0; 0.0; false
24899; Patrick; Mainka; 180; 2023; 30.0; 194.0; 86.0; Germany; 29.0; 2610.0; Defender; 7.027586; 14.0; 6.0; 2.0; 1299.0; 36.0; 1.0; 0.0; 333.0; 202.0; 76.0; 41.0; 14.0; 9.0; 13.0; 22.0; 1.0; 0.0; false
25203; Benedikt Steffen; Gimber; 180; 2023; 27.0; 187.0; 85.0; Germany; 19.0; 1599.0; Defender; 6.821052; 12.0; 2.0; 1.0; 600.0; 24.0; 3.0; 1.0; 180.0; 99.0; 34.0; 15.0; 8.0; 7.0; 23.0; 30.0; 6.0; 0.0; false
24897; Marnon-Thomas; Busch; 180; 2023; 30.0; 182.0; 80.0; Germany; 16.0; 589.0; Defender; 6.62; 5.0; 1.0; 0.0; 307.0; 16.0; 5.0; 0.0; 57.0; 26.0; 11.0; 10.0; 4.0; 3.0; 4.0; 9.0; 1.0; 0.0; false
177815; Tim; Siersleben; 180; 2023; 24.0; 187.0; 80.0; Germany; 14.0; 907.0; Defender; 6.558333; 3.0; 0.0; 0.0; 556.0; 38.0; 3.0; 0.0; 84.0; 45.0; 27.0; 21.0; 2.0; 0.0; 5.0; 16.0; 1.0; 0.0; false
24893; Kevin; Müller; 180; 2023; 33.0; 190.0; 90.0; Germany; 29.0; 2610.0; Goalkeeper; 7.217241; 0.0; 0.0; 0.0; 1095.0; 26.0; 1.0; 0.0; 9.0; 5.0; 1.0; 0.0; 0.0; 0.0; 1.0; 1.0; 1.0; 0.0; false
26287; Philipp; Hofmann; 176; 2023; 31.0; 195.0; 89.0; Germany; 24.0; 1166.0; Attacker; 6.863636; 17.0; 10.0; 3.0; 309.0; 8.0; 15.0; 2.0; 221.0; 115.0; 7.0; 2.0; 13.0; 7.0; 18.0; 18.0; 1.0; 0.0; false
26227; Moritz; Broschinski; 176; 2023; 24.0; 190.0; 77.0; Germany; 22.0; 1011.0; Attacker; 6.554545; 14.0; 5.0; 2.0; 170.0; 5.0; 12.0; 1.0; 219.0; 55.0; 9.0; 0.0; 24.0; 9.0; 10.0; 27.0; 4.0; 0.0; false
24815; Christopher; Antwi-Adjei; 176; 2023; 30.0; 173.0; 72.0; Ghana; 22.0; 1133.0; Attacker; 6.872727; 19.0; 8.0; 1.0; 261.0; 9.0; 23.0; 2.0; 130.0; 52.0; 19.0; 2.0; 26.0; 6.0; 17.0; 12.0; 4.0; 0.0; false
25375; Takuma; Asano; 176; 2023; 30.0; 173.0; 71.0; Japan; 25.0; 1900.0; Attacker; 6.812; 45.0; 23.0; 6.0; 324.0; 9.0; 21.0; 1.0; 189.0; 65.0; 15.0; 4.0; 31.0; 14.0; 22.0; 15.0; 2.0; 0.0; false
1830; Gonçalo; Mendes Paciência; 176; 2023; 30.0; 184.0; 81.0; Portugal; 18.0; 631.0; Attacker; 6.855555; 24.0; 11.0; 3.0; 158.0; 6.0; 9.0; 1.0; 142.0; 60.0; 8.0; 0.0; 23.0; 11.0; 22.0; 9.0; 3.0; 0.0; false
145059; Moritz-Broni; Kwarteng; 176; 2023; 26.0; 175.0; 69.0; Germany; 11.0; 275.0; Midfielder; 6.445454; 10.0; 3.0; 0.0; 88.0; 7.0; 4.0; 1.0; 46.0; 15.0; 3.0; 2.0; 14.0; 7.0; 5.0; 5.0; 1.0; 1.0; false
37122; Matúš; Bero; 176; 2023; 29.0; 181.0; 81.0; Slovakia; 19.0; 1360.0; Midfielder; 6.555555; 20.0; 6.0; 1.0; 375.0; 13.0; 7.0; 1.0; 159.0; 54.0; 25.0; 8.0; 16.0; 3.0; 18.0; 31.0; 6.0; 0.0; false
25268; Lukas Stephan Horst; Daschner; 176; 2023; 26.0; 185.0; 76.0; Germany; 16.0; 460.0; Midfielder; 6.575; 11.0; 6.0; 1.0; 138.0; 6.0; 9.0; 1.0; 62.0; 31.0; 6.0; 2.0; 18.0; 12.0; 9.0; 4.0; 2.0; 0.0; false
25183; Philipp; Förster; 176; 2023; 29.0; 188.0; 82.0; Germany; 12.0; 374.0; Midfielder; 6.725; 2.0; 1.0; 0.0; 179.0; 12.0; 9.0; 0.0; 47.0; 21.0; 9.0; 7.0; 2.0; 1.0; 9.0; 6.0; 1.0; 0.0; false
25074; Anthony; Losilla; 176; 2023; 38.0; 185.0; 80.0; France; 27.0; 2292.0; Midfielder; 6.859259; 19.0; 5.0; 1.0; 779.0; 20.0; 16.0; 2.0; 292.0; 163.0; 59.0; 23.0; 19.0; 8.0; 21.0; 33.0; 9.0; 0.0; false
25461; Kevin; Stöger; 176; 2023; 31.0; 175.0; 74.0; Austria; 27.0; 2229.0; Midfielder; 7.518518; 41.0; 16.0; 5.0; 1426.0; 37.0; 98.0; 8.0; 270.0; 120.0; 44.0; 17.0; 45.0; 19.0; 52.0; 32.0; 7.0; 0.0; false
163022; Patrick; Osterhage; 176; 2023; 24.0; 184.0; 75.0; Germany; 20.0; 1551.0; Midfielder; 6.905; 15.0; 3.0; 2.0; 677.0; 27.0; 10.0; 0.0; 176.0; 85.0; 34.0; 22.0; 30.0; 14.0; 19.0; 20.0; 4.0; 0.0; false
61411; Erhan; Mašović; 176; 2023; 26.0; 189.0; 82.0; Serbia; 25.0; 2070.0; Midfielder; 6.58; 10.0; 3.0; 0.0; 672.0; 21.0; 4.0; 0.0; 219.0; 108.0; 60.0; 20.0; 4.0; 2.0; 13.0; 22.0; 7.0; 0.0; false
48629; Noah; Loosli; 176; 2023; 27.0; 186.0; 84.0; Switzerland; 10.0; 339.0; Defender; 6.511111; 0.0; 0.0; 0.0; 119.0; 8.0; 0.0; 0.0; 35.0; 16.0; 10.0; 7.0; 1.0; 1.0; 0.0; 4.0; 1.0; 0.0; false
25151; Maximilian; Wittek; 176; 2023; 29.0; 173.0; 70.0; Germany; 16.0; 736.0; Defender; 6.85625; 14.0; 5.0; 1.0; 282.0; 12.0; 21.0; 1.0; 105.0; 55.0; 18.0; 17.0; 12.0; 6.0; 20.0; 16.0; 3.0; 0.0; false
26242; Keven Matteo; Schlotterbeck; 176; 2023; 27.0; 189.0; 84.0; Germany; 22.0; 1733.0; Defender; 7.15238; 14.0; 7.0; 4.0; 813.0; 29.0; 7.0; 1.0; 246.0; 154.0; 33.0; 23.0; 2.0; 1.0; 26.0; 23.0; 8.0; 0.0; false
683; Ivan; Ordets; 176; 2023; 32.0; 194.0; 88.0; Ukraine; 20.0; 1519.0; Defender; 6.915; 9.0; 5.0; 1.0; 545.0; 19.0; 3.0; 0.0; 214.0; 138.0; 11.0; 26.0; 0.0; 0.0; 18.0; 27.0; 3.0; 0.0; false
280091; Tim; Oermann; 176; 2023; 21.0; 187.0; 76.0; Germany; 13.0; 542.0; Defender; 6.646153; 2.0; 0.0; 0.0; 146.0; 8.0; 3.0; 0.0; 53.0; 27.0; 12.0; 2.0; 6.0; 2.0; 7.0; 4.0; 2.0; 0.0; false
19068; Felix; Passlack; 176; 2023; 26.0; 170.0; 74.0; Germany; 11.0; 692.0; Defender; 6.681818; 7.0; 1.0; 1.0; 207.0; 12.0; 9.0; 0.0; 66.0; 37.0; 16.0; 7.0; 9.0; 6.0; 10.0; 10.0; 2.0; 0.0; false
25067; Danilo Teodoro; Soares; 176; 2023; 33.0; 170.0; 72.0; Brazil; 5.0; 350.0; Defender; 6.98; 3.0; 0.0; 0.0; 131.0; 17.0; 3.0; 0.0; 41.0; 26.0; 10.0; 7.0; 7.0; 6.0; 5.0; 5.0; 0.0; 0.0; false
1109; Cristian Esteban; Gamboa Luna; 176; 2023; 35.0; 175.0; 70.0; Costa Rica; 19.0; 1169.0; Defender; 6.615789; 4.0; 1.0; 0.0; 354.0; 14.0; 10.0; 1.0; 90.0; 46.0; 23.0; 15.0; 9.0; 5.0; 6.0; 13.0; 5.0; 0.0; false
18964; Bernardo; Fernandes da Silva Junior; 176; 2023; 29.0; 186.0; 76.0; Brazil; 28.0; 2520.0; Defender; 7.014285; 17.0; 8.0; 1.0; 1141.0; 28.0; 9.0; 0.0; 374.0; 227.0; 83.0; 47.0; 18.0; 10.0; 23.0; 45.0; 9.0; 0.0; false
25284; Andreas; Luthe; 176; 2023; 37.0; 195.0; 85.0; Germany; 1.0; 90.0; Goalkeeper; 5.3; 0.0; 0.0; 0.0; 47.0; 22.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; 0.0; false
25058; Manuel; Riemann-Lorenzen; 176; 2023; 36.0; 186.0; 83.0; Germany; 28.0; 2520.0; Goalkeeper; 7.2; 0.0; 0.0; 0.0; 1379.0; 28.0; 4.0; 0.0; 24.0; 17.0; 2.0; 1.0; 1.0; 1.0; 2.0; 2.0; 5.0; 0.0; false
25084; Simon Martin; Zoller; 176; 2023; 33.0; 179.0; 70.0; Germany; 1.0; 44.0; Attacker; 6.2; 0.0; 0.0; 0.0; 8.0; 5.0; 0.0; 0.0; 2.0; 1.0; 0.0; 0.0; 0.0; 0.0; 0.0; 1.0; 0.0; 0.0; false
25158; David; Raum; 173; 2023; 26.0; 180.0; 75.0; Germany; 28.0; 2475.0; Defender; 7.357142; 8.0; 4.0; 2.0; 1423.0; 40.0; 64.0; 7.0; 195.0; 106.0; 53.0; 25.0; 29.0; 17.0; 12.0; 27.0; 5.0; 0.0; false
715; Christoph; Baumgartner; 173; 2023; 25.0; 180.0; 73.0; Austria; 27.0; 1006.0; Midfielder; 6.765384; 22.0; 10.0; 4.0; 384.0; 10.0; 15.0; 1.0; 178.0; 74.0; 24.0; 4.0; 23.0; 9.0; 26.0; 24.0; 3.0; 0.0; false
115589; Benjamin; Šeško; 173; 2023; 21.0; 195.0; 85.0; Slovenia; 26.0; 1186.0; Attacker; 6.892307; 32.0; 19.0; 9.0; 263.0; 7.0; 10.0; 2.0; 147.0; 64.0; 12.0; 3.0; 24.0; 11.0; 8.0; 11.0; 0.0; 0.0; false
86; Ikoma-Loïs; Openda; 173; 2023; 24.0; 177.0; 75.0; Belgium; 29.0; 2281.0; Attacker; 7.37931; 86.0; 57.0; 22.0; 397.0; 9.0; 29.0; 6.0; 209.0; 94.0; 3.0; 5.0; 49.0; 19.0; 53.0; 33.0; 4.0; 0.0; false
1167; Yussuf Yurary; Poulsen; 173; 2023; 30.0; 192.0; 84.0; Denmark; 26.0; 1152.0; Attacker; 6.823076; 24.0; 15.0; 5.0; 257.0; 7.0; 13.0; 2.0; 151.0; 68.0; 12.0; 4.0; 16.0; 10.0; 29.0; 20.0; 0.0; 0.0; false
